,Date,Open*,High,Low,Close**,Volume,Market Cap
64,"Nov 14, 2018",0.508372,0.510646,0.430398,0.474372,"980,604,000","19,103,790,092"
65,"Nov 13, 2018",0.516663,0.525145,0.505520,0.510112,"521,675,000","20,509,312,471"
66,"Nov 12, 2018",0.507833,0.525536,0.500816,0.517165,"605,042,000","20,792,881,924"
67,"Nov 11, 2018",0.506895,0.508318,0.496930,0.505913,"292,675,000","20,340,489,540"
68,"Nov 10, 2018",0.500300,0.511176,0.499791,0.506698,"328,038,000","20,372,050,864"
69,"Nov 09, 2018",0.492847,0.515509,0.492847,0.500668,"509,865,000","20,129,611,646"
70,"Nov 08, 2018",0.536640,0.539282,0.491286,0.493508,"686,221,000","19,841,740,204"
71,"Nov 07, 2018",0.549319,0.549319,0.524965,0.535707,"631,230,000","21,538,372,467"
72,"Nov 06, 2018",0.497102,0.560547,0.497102,0.549080,"1,333,160,000","21,639,288,294"
73,"Nov 05, 2018",0.461444,0.497412,0.460769,0.497412,"556,519,000","19,998,705,113"
74,"Nov 04, 2018",0.455225,0.470722,0.449935,0.462691,"429,629,000","18,602,729,463"
75,"Nov 03, 2018",0.458899,0.459135,0.454453,0.455667,"275,311,000","18,320,325,933"
76,"Nov 02, 2018",0.456506,0.461451,0.455729,0.458685,"401,300,000","18,441,666,174"
77,"Nov 01, 2018",0.448620,0.456303,0.446069,0.455722,"346,501,000","18,322,537,236"
78,"Oct 31, 2018",0.445268,0.450401,0.438760,0.448382,"367,008,000","18,027,428,764"
79,"Oct 30, 2018",0.441968,0.448306,0.440880,0.444759,"245,858,000","17,881,764,186"
80,"Oct 29, 2018",0.461598,0.462128,0.437057,0.441514,"341,648,000","17,751,297,294"
81,"Oct 28, 2018",0.457169,0.463931,0.455456,0.462406,"280,005,000","18,591,270,891"
82,"Oct 27, 2018",0.459176,0.460376,0.455284,0.456348,"211,006,000","18,347,705,888"
83,"Oct 26, 2018",0.456961,0.460288,0.453618,0.459288,"235,514,000","18,465,910,099"
84,"Oct 25, 2018",0.455780,0.462766,0.452681,0.458052,"273,380,000","18,416,216,084"
85,"Oct 24, 2018",0.461505,0.467070,0.454497,0.457237,"295,115,000","18,288,398,359"
86,"Oct 23, 2018",0.453070,0.471596,0.439644,0.462058,"445,238,000","18,481,226,954"
87,"Oct 22, 2018",0.456089,0.458188,0.450583,0.453109,"249,302,000","18,123,288,124"
88,"Oct 21, 2018",0.458863,0.463629,0.455411,0.456694,"262,867,000","18,266,679,643"
89,"Oct 20, 2018",0.453936,0.461899,0.451070,0.459151,"277,061,000","18,364,953,831"
90,"Oct 19, 2018",0.457344,0.460625,0.450369,0.454178,"303,401,000","18,166,045,595"
91,"Oct 18, 2018",0.467653,0.474622,0.447294,0.457725,"476,876,000","18,307,917,204"
92,"Oct 17, 2018",0.469701,0.478521,0.460343,0.468197,"526,538,000","18,726,772,432"
93,"Oct 16, 2018",0.448066,0.470990,0.445319,0.470253,"605,102,000","18,809,007,568"
94,"Oct 15, 2018",0.401654,0.472133,0.396701,0.447316,"1,041,470,000","17,891,581,828"
95,"Oct 14, 2018",0.418573,0.424992,0.401460,0.403286,"289,195,000","16,130,485,985"
96,"Oct 13, 2018",0.416294,0.425624,0.414515,0.418878,"373,875,000","16,754,129,101"
97,"Oct 12, 2018",0.379313,0.439544,0.378914,0.419115,"820,154,000","16,763,608,540"
98,"Oct 11, 2018",0.461497,0.461497,0.381614,0.383130,"791,202,000","15,324,293,667"
99,"Oct 10, 2018",0.479151,0.479151,0.459042,0.462387,"412,207,000","18,494,386,176"
100,"Oct 09, 2018",0.490604,0.491133,0.471116,0.479857,"416,867,000","19,163,286,273"
101,"Oct 08, 2018",0.484018,0.496593,0.479386,0.489751,"540,832,000","19,558,407,224"
102,"Oct 07, 2018",0.490268,0.490268,0.469887,0.482039,"548,645,000","19,250,425,338"
103,"Oct 06, 2018",0.519354,0.520882,0.470532,0.488082,"672,167,000","19,491,755,024"
104,"Oct 05, 2018",0.527530,0.530432,0.510320,0.519026,"589,636,000","20,727,516,366"
105,"Oct 04, 2018",0.528892,0.547161,0.526250,0.526606,"621,615,000","21,030,226,778"
106,"Oct 03, 2018",0.517220,0.536097,0.512269,0.528162,"789,229,000","21,092,366,276"
107,"Oct 02, 2018",0.577145,0.577145,0.518287,0.520837,"743,705,000","20,799,839,394"
108,"Oct 01, 2018",0.583511,0.602337,0.537349,0.576461,"1,412,800,000","23,021,206,668"
109,"Sep 30, 2018",0.568045,0.618702,0.564195,0.581572,"1,329,720,000","23,187,803,288"
110,"Sep 29, 2018",0.539412,0.587431,0.529954,0.571228,"1,034,370,000","22,775,378,623"
111,"Sep 28, 2018",0.543030,0.548805,0.522197,0.539112,"718,255,000","21,494,884,565"
112,"Sep 27, 2018",0.516478,0.550922,0.513967,0.541381,"824,083,000","21,585,351,654"
113,"Sep 26, 2018",0.520288,0.566711,0.491498,0.516308,"1,821,610,000","20,585,668,395"
114,"Sep 25, 2018",0.487622,0.546061,0.441519,0.526941,"1,639,680,000","21,009,615,753"
115,"Sep 24, 2018",0.570614,0.580377,0.489646,0.494712,"1,034,380,000","19,724,616,282"
116,"Sep 23, 2018",0.575220,0.595025,0.559651,0.570689,"1,043,970,000","22,718,597,839"
117,"Sep 22, 2018",0.565468,0.609112,0.495737,0.570798,"2,411,430,000","22,722,937,028"
118,"Sep 21, 2018",0.452836,0.769380,0.429052,0.561462,"4,101,490,000","22,351,279,558"
119,"Sep 20, 2018",0.326441,0.477467,0.322347,0.449918,"1,291,360,000","17,910,816,754"
120,"Sep 19, 2018",0.320324,0.334734,0.313853,0.326053,"489,609,000","12,979,866,409"
121,"Sep 18, 2018",0.271452,0.332653,0.271010,0.321860,"600,216,000","12,812,946,983"
122,"Sep 17, 2018",0.281545,0.283361,0.268184,0.272251,"246,489,000","10,838,058,873"
123,"Sep 16, 2018",0.281723,0.281846,0.276549,0.281166,"197,009,000","11,192,956,724"
124,"Sep 15, 2018",0.277006,0.283564,0.276765,0.282008,"205,361,000","11,226,475,960"
125,"Sep 14, 2018",0.281184,0.284941,0.273855,0.277159,"269,029,000","11,033,441,784"
126,"Sep 13, 2018",0.270783,0.284655,0.267846,0.280583,"311,799,000","11,142,751,261"
127,"Sep 12, 2018",0.263166,0.272626,0.255756,0.270087,"298,449,000","10,725,925,163"
128,"Sep 11, 2018",0.270167,0.274917,0.255917,0.263710,"200,330,000","10,472,676,303"
129,"Sep 10, 2018",0.280237,0.282113,0.263820,0.270321,"204,958,000","10,735,217,970"
130,"Sep 09, 2018",0.278661,0.291261,0.274478,0.278680,"168,991,000","11,049,704,672"
131,"Sep 08, 2018",0.291119,0.296207,0.273789,0.279333,"169,208,000","11,075,596,222"
132,"Sep 07, 2018",0.301431,0.305307,0.287287,0.291435,"213,961,000","11,555,442,375"
133,"Sep 06, 2018",0.283500,0.305327,0.276112,0.302710,"329,763,000","12,002,497,851"
134,"Sep 05, 2018",0.331465,0.334100,0.283601,0.283601,"344,488,000","11,244,823,075"
135,"Sep 04, 2018",0.335184,0.340320,0.330305,0.331652,"241,419,000","13,150,052,583"
136,"Sep 03, 2018",0.343137,0.343684,0.334542,0.335961,"201,147,000","13,320,905,093"
137,"Sep 02, 2018",0.347323,0.349541,0.338393,0.342523,"240,907,000","13,581,089,398"
138,"Sep 01, 2018",0.335313,0.352657,0.334467,0.347721,"257,267,000","13,787,190,893"
139,"Aug 31, 2018",0.335474,0.338988,0.328373,0.335332,"219,139,000","13,295,965,146"
140,"Aug 30, 2018",0.344546,0.346640,0.325641,0.335444,"263,925,000","13,300,405,964"
141,"Aug 29, 2018",0.350833,0.353745,0.341238,0.344803,"275,908,000","13,671,491,747"
142,"Aug 28, 2018",0.337527,0.356798,0.334971,0.351837,"329,550,000","13,939,151,831"
143,"Aug 27, 2018",0.323643,0.337781,0.323066,0.336903,"227,284,000","13,347,493,496"
144,"Aug 26, 2018",0.328162,0.328327,0.320571,0.323776,"168,718,000","12,797,087,412"
145,"Aug 25, 2018",0.327650,0.331530,0.324468,0.328230,"167,363,000","12,973,129,575"
146,"Aug 24, 2018",0.327390,0.328584,0.318217,0.327606,"244,571,000","12,948,466,281"
147,"Aug 23, 2018",0.319573,0.328813,0.319176,0.327709,"217,578,000","12,952,537,306"
148,"Aug 22, 2018",0.334434,0.350122,0.316613,0.319803,"286,845,000","12,640,056,538"
149,"Aug 21, 2018",0.318219,0.338100,0.316983,0.335177,"248,735,000","13,196,722,736"
150,"Aug 20, 2018",0.344451,0.351689,0.317692,0.319283,"311,144,000","12,570,937,819"
151,"Aug 19, 2018",0.327363,0.353079,0.321945,0.343978,"327,300,000","13,543,239,224"
152,"Aug 18, 2018",0.363027,0.369954,0.317115,0.327100,"434,332,000","12,878,711,866"
153,"Aug 17, 2018",0.292808,0.373619,0.292766,0.366676,"497,206,000","14,436,913,947"
154,"Aug 16, 2018",0.282034,0.300958,0.278203,0.292436,"238,219,000","11,513,907,011"
155,"Aug 15, 2018",0.276797,0.301744,0.276797,0.282005,"332,432,000","11,103,213,512"
156,"Aug 14, 2018",0.278738,0.279615,0.253983,0.274272,"276,768,000","10,798,746,747"
157,"Aug 13, 2018",0.297572,0.310680,0.276544,0.277466,"235,117,000","10,924,502,191"
158,"Aug 12, 2018",0.300604,0.309376,0.297057,0.297870,"178,827,000","11,706,253,644"
159,"Aug 11, 2018",0.321122,0.321210,0.291582,0.301262,"284,423,000","11,839,558,819"
160,"Aug 10, 2018",0.346167,0.347973,0.316909,0.320426,"249,264,000","12,592,701,615"
161,"Aug 09, 2018",0.333771,0.359654,0.332608,0.346771,"325,775,000","13,628,056,811"
162,"Aug 08, 2018",0.380875,0.380875,0.326996,0.331944,"360,857,000","13,045,357,571"
163,"Aug 07, 2018",0.413776,0.415917,0.379526,0.381006,"244,448,000","14,973,488,018"
164,"Aug 06, 2018",0.433886,0.435794,0.406680,0.414081,"242,075,000","16,273,331,370"
165,"Aug 05, 2018",0.428580,0.434594,0.427522,0.433638,"186,848,000","17,041,919,018"
166,"Aug 04, 2018",0.441039,0.443058,0.427125,0.428507,"185,678,000","16,840,271,361"
167,"Aug 03, 2018",0.430397,0.443633,0.426481,0.440571,"278,870,000","17,314,385,048"
168,"Aug 02, 2018",0.447016,0.447645,0.429939,0.430254,"204,898,000","16,915,730,078"
169,"Aug 01, 2018",0.435562,0.459134,0.427168,0.445852,"323,200,000","17,528,976,109"
170,"Jul 31, 2018",0.445892,0.446124,0.427753,0.435225,"228,767,000","17,111,168,341"
171,"Jul 30, 2018",0.453469,0.454549,0.436964,0.446107,"247,714,000","17,539,001,608"
172,"Jul 29, 2018",0.456606,0.457140,0.450249,0.453306,"191,966,000","17,822,035,214"
173,"Jul 28, 2018",0.454599,0.456170,0.449695,0.453667,"157,346,000","17,836,228,176"
174,"Jul 27, 2018",0.449623,0.459486,0.445224,0.453635,"203,720,992","17,834,970,074"
175,"Jul 26, 2018",0.459447,0.466983,0.446849,0.449920,"199,587,008","17,688,912,310"
176,"Jul 25, 2018",0.455842,0.465526,0.450719,0.459829,"255,872,000","18,078,491,417"
177,"Jul 24, 2018",0.445559,0.466819,0.438565,0.457623,"319,956,000","17,991,761,019"
178,"Jul 23, 2018",0.449121,0.461783,0.444498,0.445276,"194,542,000","17,506,330,276"
179,"Jul 22, 2018",0.455002,0.460989,0.449140,0.449311,"158,906,000","17,664,969,058"
180,"Jul 21, 2018",0.446219,0.458755,0.438318,0.455410,"180,339,008","17,904,755,412"
181,"Jul 20, 2018",0.476485,0.476485,0.436483,0.446994,"295,403,008","17,573,874,620"
182,"Jul 19, 2018",0.487577,0.491237,0.471724,0.476433,"293,942,016","18,731,289,026"
183,"Jul 18, 2018",0.505118,0.519560,0.477234,0.486389,"367,988,992","19,096,821,224"
184,"Jul 17, 2018",0.481301,0.516604,0.470048,0.505587,"347,700,000","19,850,581,637"
185,"Jul 16, 2018",0.446413,0.483401,0.444505,0.483401,"269,283,008","18,979,505,039"
186,"Jul 15, 2018",0.439095,0.448987,0.437194,0.445894,"152,903,008","17,506,888,525"
187,"Jul 14, 2018",0.438561,0.441646,0.433895,0.439271,"134,840,992","17,246,853,353"
188,"Jul 13, 2018",0.436514,0.444508,0.434805,0.438741,"179,403,008","17,226,044,258"
189,"Jul 12, 2018",0.449882,0.449972,0.428033,0.435364,"182,139,008","17,093,454,982"
190,"Jul 11, 2018",0.445127,0.452545,0.443574,0.450233,"183,887,008","17,677,248,272"
191,"Jul 10, 2018",0.473855,0.474336,0.443261,0.445042,"230,418,000","17,473,436,922"
192,"Jul 09, 2018",0.477291,0.480774,0.472653,0.474270,"206,344,992","18,620,999,656"
193,"Jul 08, 2018",0.492319,0.494895,0.475966,0.477749,"226,644,000","18,757,593,701"
194,"Jul 07, 2018",0.478617,0.492477,0.467716,0.492477,"214,979,008","19,335,850,987"
195,"Jul 06, 2018",0.480579,0.481473,0.462414,0.479151,"245,003,008","18,812,639,649"
196,"Jul 05, 2018",0.490422,0.497402,0.472966,0.481625,"279,999,008","18,909,774,937"
197,"Jul 04, 2018",0.485584,0.503604,0.475774,0.490043,"313,828,992","19,240,115,961"
198,"Jul 03, 2018",0.486259,0.515696,0.480843,0.485223,"410,225,984","19,050,872,652"
199,"Jul 02, 2018",0.461606,0.488924,0.453839,0.486122,"335,919,008","19,086,169,278"
200,"Jul 01, 2018",0.465944,0.466280,0.450816,0.461358,"267,224,992","18,113,882,700"
201,"Jun 30, 2018",0.454112,0.480147,0.454112,0.466245,"345,528,992","18,305,756,569"
202,"Jun 29, 2018",0.448354,0.458340,0.427302,0.453080,"309,777,984","17,788,871,058"
203,"Jun 28, 2018",0.470330,0.471683,0.445750,0.448458,"220,566,000","17,607,401,644"
204,"Jun 27, 2018",0.455551,0.472758,0.451960,0.470370,"215,618,000","18,467,712,721"
205,"Jun 26, 2018",0.482381,0.482872,0.456001,0.456001,"179,426,000","17,903,549,770"
206,"Jun 25, 2018",0.477106,0.491110,0.475560,0.481753,"231,728,992","18,914,626,969"
207,"Jun 24, 2018",0.491773,0.493725,0.450048,0.477380,"369,520,000","18,734,923,547"
208,"Jun 23, 2018",0.487309,0.496713,0.480874,0.491284,"204,927,008","19,280,590,263"
209,"Jun 22, 2018",0.535091,0.535091,0.477286,0.486947,"339,428,992","19,110,383,377"
210,"Jun 21, 2018",0.539228,0.547007,0.530697,0.534775,"194,312,000","20,987,407,809"
211,"Jun 20, 2018",0.549738,0.550554,0.525859,0.539286,"256,920,000","21,164,443,378"
212,"Jun 19, 2018",0.538614,0.558059,0.534595,0.549621,"255,400,000","21,570,043,602"
213,"Jun 18, 2018",0.528820,0.547794,0.511833,0.537495,"276,527,008","21,094,155,037"
214,"Jun 17, 2018",0.535536,0.538881,0.525215,0.528216,"166,028,000","20,729,997,855"
215,"Jun 16, 2018",0.537106,0.539293,0.523588,0.534784,"202,682,000","20,987,761,016"
216,"Jun 15, 2018",0.560062,0.560062,0.534301,0.537707,"241,684,992","21,102,475,042"
217,"Jun 14, 2018",0.535435,0.570590,0.526614,0.561306,"379,824,992","22,028,624,987"
218,"Jun 13, 2018",0.562845,0.564642,0.517036,0.534663,"359,864,992","20,982,481,909"
219,"Jun 12, 2018",0.602136,0.602139,0.556653,0.562933,"309,544,000","22,091,918,627"
220,"Jun 11, 2018",0.586198,0.604066,0.568721,0.604066,"336,547,008","23,706,154,937"
221,"Jun 10, 2018",0.659514,0.659514,0.561237,0.588126,"492,555,008","23,080,600,594"
222,"Jun 09, 2018",0.674778,0.678893,0.659755,0.659755,"175,990,000","25,891,631,461"
223,"Jun 08, 2018",0.677586,0.679668,0.660804,0.674343,"221,887,008","26,464,127,494"
224,"Jun 07, 2018",0.675313,0.688223,0.673146,0.678128,"244,568,000","26,612,667,217"
225,"Jun 06, 2018",0.677901,0.681668,0.660059,0.674797,"273,966,016","26,480,063,918"
226,"Jun 05, 2018",0.661898,0.683840,0.641428,0.677015,"386,328,000","26,567,101,622"
227,"Jun 04, 2018",0.692466,0.703623,0.644603,0.661425,"558,131,008","25,955,326,234"
228,"Jun 03, 2018",0.643412,0.673594,0.640891,0.671205,"327,804,000","26,339,108,357"
229,"Jun 02, 2018",0.623462,0.648982,0.619477,0.643451,"315,206,016","25,249,999,048"
230,"Jun 01, 2018",0.612893,0.624824,0.609069,0.623364,"263,088,000","24,461,754,519"
231,"May 31, 2018",0.603452,0.621636,0.596089,0.612622,"283,328,000","24,008,636,723"
232,"May 30, 2018",0.603769,0.627679,0.590058,0.605817,"320,604,992","23,741,948,989"
233,"May 29, 2018",0.556084,0.610749,0.551635,0.601241,"380,744,000","23,562,615,694"
234,"May 28, 2018",0.608368,0.609781,0.552299,0.552299,"327,903,008","21,644,580,268"
235,"May 27, 2018",0.612040,0.612884,0.603328,0.607881,"186,963,008","23,822,837,083"
236,"May 26, 2018",0.610118,0.626494,0.603800,0.612708,"213,242,000","24,012,007,060"
237,"May 25, 2018",0.632924,0.636208,0.603334,0.611001,"289,816,000","23,945,109,784"
238,"May 24, 2018",0.599207,0.640258,0.589272,0.631997,"440,532,992","24,767,942,357"
239,"May 23, 2018",0.648634,0.649121,0.586997,0.599594,"482,480,992","23,498,069,816"
240,"May 22, 2018",0.682151,0.682933,0.644588,0.645567,"234,712,992","25,299,750,226"
241,"May 21, 2018",0.700441,0.703051,0.676203,0.681587,"250,480,992","26,711,372,882"
242,"May 20, 2018",0.677258,0.704614,0.673348,0.700244,"275,614,016","27,442,540,120"
243,"May 19, 2018",0.680759,0.690450,0.665896,0.676713,"249,039,008","26,520,360,977"
244,"May 18, 2018",0.665400,0.685625,0.653390,0.680294,"344,944,000","26,660,700,253"
245,"May 17, 2018",0.713388,0.714618,0.661213,0.667310,"337,999,008","26,151,857,706"
246,"May 16, 2018",0.695920,0.714081,0.669438,0.714081,"429,641,984","27,984,811,710"
247,"May 15, 2018",0.738938,0.752269,0.692667,0.698588,"422,980,000","27,377,641,532"
248,"May 14, 2018",0.744701,0.756983,0.707693,0.740898,"613,462,016","29,035,769,088"
249,"May 13, 2018",0.698085,0.758977,0.680971,0.745748,"532,488,000","29,225,840,434"
250,"May 12, 2018",0.685772,0.714918,0.639771,0.696735,"596,684,992","27,305,022,521"
251,"May 11, 2018",0.756578,0.761326,0.656026,0.684948,"991,409,024","26,843,090,365"
252,"May 10, 2018",0.803212,0.808914,0.757342,0.758237,"399,324,000","29,706,405,924"
253,"May 09, 2018",0.813393,0.819969,0.770300,0.802043,"611,574,976","31,422,648,759"
254,"May 08, 2018",0.833086,0.846992,0.803568,0.813970,"465,040,992","31,889,927,859"
255,"May 07, 2018",0.871214,0.871236,0.812933,0.832641,"602,534,976","32,621,425,142"
256,"May 06, 2018",0.904235,0.918675,0.855972,0.871424,"640,057,024","34,140,875,579"
257,"May 05, 2018",0.895562,0.922354,0.895562,0.905103,"668,800,000","35,460,360,179"
258,"May 04, 2018",0.881536,0.927695,0.866922,0.895442,"1,007,609,984","35,081,859,015"
259,"May 03, 2018",0.858980,0.892916,0.847319,0.884466,"725,228,992","34,651,838,439"
260,"May 02, 2018",0.839355,0.864280,0.831713,0.859094,"544,425,984","33,636,838,508"
261,"May 01, 2018",0.838355,0.842069,0.797826,0.841407,"630,809,024","32,944,324,345"
262,"Apr 30, 2018",0.871404,0.876788,0.831208,0.837938,"575,363,968","32,802,091,383"
263,"Apr 29, 2018",0.864399,0.904945,0.834480,0.872778,"896,313,984","34,165,945,109"
264,"Apr 28, 2018",0.812063,0.887591,0.812063,0.863804,"788,718,976","33,814,647,080"
265,"Apr 27, 2018",0.851139,0.859641,0.813885,0.813885,"673,793,024","31,860,507,753"
266,"Apr 26, 2018",0.801774,0.852414,0.771787,0.852414,"1,028,590,016","33,368,771,823"
267,"Apr 25, 2018",0.932771,0.932771,0.779231,0.800607,"1,614,050,048","31,340,724,464"
268,"Apr 24, 2018",0.876012,0.965610,0.873566,0.934781,"1,572,930,048","36,593,127,159"
269,"Apr 23, 2018",0.866578,0.886290,0.863304,0.876657,"674,545,024","34,317,793,232"
270,"Apr 22, 2018",0.866820,0.911901,0.848091,0.869995,"946,398,976","34,036,636,008"
271,"Apr 21, 2018",0.925021,0.925021,0.821113,0.873103,"1,563,970,048","34,158,229,655"
272,"Apr 20, 2018",0.791172,0.938354,0.791172,0.924465,"2,344,069,888","36,167,654,650"
273,"Apr 19, 2018",0.712059,0.791976,0.706841,0.791976,"878,328,000","30,984,314,668"
274,"Apr 18, 2018",0.657052,0.721426,0.657052,0.708932,"624,049,024","27,735,401,282"
275,"Apr 17, 2018",0.664890,0.677356,0.654346,0.656933,"442,352,992","25,701,055,067"
276,"Apr 16, 2018",0.682296,0.687165,0.638610,0.663297,"531,996,000","25,950,032,534"
277,"Apr 15, 2018",0.634883,0.682534,0.634143,0.682534,"609,636,992","26,702,637,741"
278,"Apr 14, 2018",0.637380,0.661508,0.616307,0.632184,"626,268,032","24,732,805,014"
279,"Apr 13, 2018",0.630093,0.693112,0.605816,0.638087,"1,245,170,048","24,963,746,873"
280,"Apr 12, 2018",0.538657,0.644518,0.506543,0.628737,"1,346,739,968","24,597,948,740"
281,"Apr 11, 2018",0.492568,0.548455,0.489026,0.539506,"341,707,008","21,091,728,443"
282,"Apr 10, 2018",0.492134,0.493645,0.482839,0.491931,"154,495,008","19,231,806,625"
283,"Apr 09, 2018",0.501201,0.512142,0.482573,0.491855,"271,775,008","19,228,835,441"
284,"Apr 08, 2018",0.488227,0.501418,0.487591,0.500398,"137,548,000","19,562,819,931"
